"Report.Date","Route","Time","Day","Location","Incident","Min.Delay","Min.Gap","Direction","Vehicle"
"2019-01-04",501,"2:09:00 PM","Friday","Humber Loop","Mechanical","5",10,"E/B","4001"
"2019-01-04",501,"3:11:00 PM","Friday","Queen and Peter","Held By","8",13,"W/B","4420"
"2019-01-04",511,"4:00:00 PM","Friday","CNE","Mechanical","5",10,"N/B","1144"
"2019-01-04",511,"4:05:00 PM","Friday","Spadina and College","Mechanical","2",7,"W/B","4156"
"2019-01-04",504,"4:26:00 PM","Friday","King/ Atlantic","Mechanical","0",0,"E/B","4448"
"2019-01-04",511,"4:28:00 PM","Friday","Fleet and Grand Magazine st.","Investigation","5",10,"W/B","1354"
"2019-01-04",505,"4:29:00 PM","Friday","Danforth and Broadview","Investigation","4",8,"S/B","9226"
"2019-01-04",504,"4:29:00 PM","Friday","Broadview and Danforth","Held By","9",15,"W/B","4493"
"2019-01-04",501,"4:50:00 PM","Friday","Queen. Leslie to McCaul","General Delay","10",15,"W/B","4501"
"2019-01-04",506,"6:02:00 PM","Friday","H.Park Loop","Emergency Services","25",30,"E/B","4171"
"2019-01-04",504,"7:29:00 PM","Friday","Dundas West Station","Mechanical","0",0,"E/B","4512"
"2019-01-04",501,"8:10:00 PM","Friday","Humberloop","Emergency Services","4",8,"E/B","4057"
"2019-01-04",504,"8:20:00 PM","Friday","King and Queen West","Held By","45",50,"W/B","4459"
"2019-01-04",512,"8:52:00 PM","Friday","Leslie and Queen","Emergency Services","4",8,"E/B","4517"
"2019-01-04",501,"9:10:00 PM","Friday","Queen and parliament","Mechanical","4",8,"W/B","4104"
"2019-01-04",510,"9:55:00 PM","Friday","Spadina Station","Emergency Services","14",22,"N/B","4424"
"2019-01-04",506,"11:29:00 PM","Friday","Bathurst and College","Held By","14",20,"E/B","4021"
"2019-01-04",501,"11:36:00 PM","Friday","lakeshore and 15th street","Mechanical","15",21,"W/B","4141"
"2019-01-05",506,"12:02:00 AM","Saturday","College and Dufferin","Held By","15",22,"W/B","4080"
"2019-01-05",301,"3:58:00 AM","Saturday","Lakeshore and 5th","Held By","12",20,"E/B","4160"
"2019-01-05",505,"5:15:00 AM","Saturday","WILSON GARAGE","Mechanical","10",20,"S/B","1216"
"2019-01-05",501,"7:06:00 AM","Saturday","QUEEN/BROADVIEW","Mechanical","6",12,"W/B","4148"
"2019-01-05",501,"8:02:00 AM","Saturday","HUMBER LOOP","Mechanical","6",12,"E/B","4171"
"2019-01-05",504,"8:11:00 AM","Saturday","Broadview Stn","Mechanical","9",18,"W/B","4465"
"2019-01-05",505,"9:00:00 AM","Saturday","Broadview Stn","Mechanical","6",12,"W/B","1222"
"2019-01-05",512,"9:28:00 AM","Saturday","Vaughan Rd","Mechanical","5",10,"E/B","4439"
"2019-01-05",510,"9:39:00 AM","Saturday","College","Utilized Off Route","4",8,"S/B","4512"
"2019-01-05",501,"9:59:00 AM","Saturday","QUEEN/EONCESVALLES","Mechanical","5",10,"E/B","4150"
"2019-01-05",501,"10:46:00 AM","Saturday","Queen/Bay","General Delay","5",10,"W/B","4204"
"2019-01-05",506,"12:27:00 PM","Saturday","Coxwell Gerrard","Investigation","6",12,"E/B","4087"
"2019-01-05",501,"12:55:00 PM","Saturday","Queen and Dovercourt","Mechanical","5",10,"W/B","4022"
"2019-01-05",505,"1:20:00 PM","Saturday","Broadview Stn","Mechanical","4",8,"S/B","1344"
"2019-01-05",504,"1:25:00 PM","Saturday","Dufferin south of King","Investigation","25",31,"S/B","4458"
"2019-01-05",501,"1:42:00 PM","Saturday","Queen and Brookmount","Held By","13",18,"E/B","4403"
"2019-01-05",504,"3:58:00 PM","Saturday","Iking and Atlantic","Mechanical","6",12,"E/B","4481"
"2019-01-05",505,"4:10:00 PM","Saturday","Dundas West Station","Mechanical","4",8,"W/B","8336"
"2019-01-05",505,"4:16:00 PM","Saturday","Rusholme and Dundas","Mechanical","4",8,"E/B","8130"
"2019-01-05",504,"4:38:00 PM","Saturday","Roncesvalles and Fermanah","Investigation","13",19,"N/B","4509"
"2019-01-05",501,"5:06:00 PM","Saturday","Lakeshore and Islington","Investigation","13",23,"E/B","4065"
"2019-01-05",501,"7:12:00 PM","Saturday","Queen and Broadview","Held By","5",10,"B/W","4024"
"2019-01-05",504,"7:13:00 PM","Saturday","Queen and Broadview","Investigation","4",10,"S/B","4487"
"2019-01-05",501,"11:13:00 PM","Saturday","Lakeshore and 3rd","Mechanical","9",18,"W/B","4114"
"2019-01-05",501,"11:18:00 PM","Saturday","Queen and Mccaul","Emergency Services","9",18,"W/B","4179"
"2019-01-05",505,"11:32:00 PM","Saturday","Yonge and Dundas","Emergency Services","27",36,"W/B","8955"
"2019-01-05",506,"11:35:00 PM","Saturday","Dundas and Howard Park","Emergency Services","20",30,"W/B","4032"
"2019-01-06",301,"1:12:00 AM","Sunday","queen and connaught","Mechanical","9",18,"E/B","4066"
"2019-01-06",501,"1:34:00 AM","Sunday","Leslie Barns","Mechanical","8",8,"E/B","4403"
"2019-01-06",504,"7:05:00 AM","Sunday","King and Jameseon","Mechanical","1",1,"E/B","4450"
"2019-01-06",505,"7:30:00 AM","Sunday","Broadview Station","Mechanical","10",20,"W/B","8336"
"2019-01-06",505,"8:55:00 AM","Sunday","DWS","Late Leaving Garage","10",20,"E/B","1376"
"2019-01-06",512,"9:10:00 AM","Sunday","Bathurst and St.Clair","Investigation","6",12,"N/B","4435"
"2019-01-06",501,"9:46:00 AM","Sunday","Queen Street West  Shaw","Investigation","8",16,"E/B","4101"
"2019-01-06",512,"11:03:00 AM","Sunday","St.Clair and Oakwood","Mechanical","6",12,"E/B","4448"
"2019-01-06",511,"11:36:00 AM","Sunday","Mount Dennis Garage","Mechanical","6",6,"S/B","1006"
"2019-01-06",511,"11:53:00 AM","Sunday","Mount Dennis","Mechanical","4",8,"S/B","1348"
"2019-01-06",501,"12:09:00 PM","Sunday","Leslie Barns","Late Leaving Garage","7",9,"E/B","4430"
"2019-01-06",512,"1:50:00 PM","Sunday","St. Clair and Silverthorn","Emergency Services","21",27,"W/B","4473"
"2019-01-06",501,"2:05:00 PM","Sunday","Coxwell and Queen","Mechanical","4",8,"W/B","4032"
"2019-01-06",501,"2:26:00 PM","Sunday","Sackville and Queen","Mechanical","4",8,"E/B","501"
"2019-01-06",501,"2:39:00 PM","Sunday","Elmer and Queen","Held By","352",256,"W/B","4114"
"2019-01-06",605,"3:18:00 PM","Sunday","Neville Loop","Mechanical","5",10,"W/B","8510"
"2019-01-06",505,"5:09:00 PM","Sunday","dundas/brock","Investigation","5",10,"E/B","8603"
"2019-01-06",512,"6:05:00 PM","Sunday","Oakwood Loop","Mechanical","6",12,"E/B","4415"
"2019-01-06",505,"10:19:00 PM","Sunday","Montrose and Dundas","Investigation","10",20,"W/B","8401"
"2019-01-06",512,"11:15:00 PM","Sunday","Lansdowne","Investigation","10",20,"E/B","4429"
"2019-01-06",505,"11:39:00 PM","Sunday","Yonge and Dundas","Mechanical","9",18,"W/B","8351"
"2019-01-06",510,"11:57:00 PM","Sunday","Queensquey and bay","Mechanical","7",14,"E/B","4492"
"2019-01-07",512,"4:23:00 AM","Monday","Roncesvalles Yard","Late Leaving Garage","1",1,"E/B","4473"
"2019-01-07",506,"5:11:00 AM","Monday","Russell Yard","Held By","5",10,"","4125"
"2019-01-07",506,"5:12:00 AM","Monday","Russell Yard","Held By","8",14,"","4143"
"2019-01-07",504,"5:42:00 AM","Monday","Leslie Barns","Late Leaving Garage","2",1,"W/B","4427"
"2019-01-07",504,"5:49:00 AM","Monday","King and Bathurst","Mechanical","1",1,"W/B","4442"
"2019-01-07",509,"5:54:00 AM","Monday","CNE LOOP","Mechanical","1",1,"E/B","4498"
"2019-01-07",501,"6:07:00 AM","Monday","Russell Yard","Mechanical","7",10,"","4198"
"2019-01-07",501,"6:09:00 AM","Monday","Queen & Yonge","Mechanical","4",9,"W/B","4483"
"2019-01-07",504,"6:16:00 AM","Monday","King and Bathurst","Mechanical","1",1,"W/B","4515"
"2019-01-07",510,"6:24:00 AM","Monday","King Street","Mechanical","8",12,"N/B","4403"
"2019-01-07",501,"6:32:00 AM","Monday","Russell Yard","Mechanical","3",7,"","4141"
"2019-01-07",512,"6:37:00 AM","Monday","St.Clair and Bathurst","Mechanical","1",1,"W/B","4434"
"2019-01-07",504,"7:05:00 AM","Monday","Roncesvalles and Queen","Mechanical","5",10,"E/B","4454"
"2019-01-07",504,"7:24:00 AM","Monday","Broadview Station","Mechanical","1",1,"E/B","4516"
"2019-01-07",501,"7:28:00 AM","Monday","Queen & Augusta","Mechanical","0",0,"W/B","4477"
"2019-01-07",512,"7:31:00 AM","Monday","St.Clair and Keele","Mechanical","4",8,"E/B","4438"
"2019-01-07",501,"7:34:00 AM","Monday","Queensway & Ellis","Mechanical","0",0,"W/B","4424"
"2019-01-07",501,"7:38:00 AM","Monday","Queen & Sumach","Mechanical","5",9,"W/B","4127"
"2019-01-07",501,"7:49:00 AM","Monday","Queen & Connaught","Mechanical","6",12,"W/B","4124"
"2019-01-07",504,"7:54:00 AM","Monday","King/Atlantic","Mechanical","0",0,"E/B","4495"
"2019-01-07",510,"7:57:00 AM","Monday","King Street","Mechanical","0",0,"S/B","4403"
"2019-01-07",504,"7:58:00 AM","Monday","king and Spadina","Mechanical","1",1,"W/B","4454"
"2019-01-07",504,"8:20:00 AM","Monday","King/Close","Mechanical","0",0,"E/B","4490"
"2019-01-07",512,"8:25:00 AM","Monday","St. Clair Stn","Mechanical","1",1,"E/B","4410"
"2019-01-07",504,"8:31:00 AM","Monday","King and Queen","Mechanical","1",1,"E/B","4515"
"2019-01-07",511,"8:34:00 AM","Monday","Bathurst station","Held By","6",9,"S/B","1100"
"2019-01-07",509,"8:56:00 AM","Monday","CNE Loop","Mechanical","9",18,"E/B","4467"
"2019-01-07",509,"9:35:00 AM","Monday","CNE Loop","Mechanical","1",1,"E/B","467"
"2019-01-07",505,"10:47:00 AM","Monday","Bathurst Street","Mechanical","4",8,"E/B","8388"
"2019-01-07",501,"11:45:00 AM","Monday","Queen & Pape","Mechanical","28",33,"E/B","4149"
"2019-01-07",512,"12:08:00 PM","Monday","St. Clair and Oakwood","Mechanical","1",1,"E/B","4470"
"2019-01-07",512,"12:45:00 PM","Monday","St. Clair and Northcliffe","Mechanical","1",1,"E/B","4410"
"2019-01-07",506,"1:08:00 PM","Monday","highpark loop","Mechanical","13",18,"E/B","4114"
"2019-01-07",501,"1:20:00 PM","Monday","Queen/Bay st.","General Delay","10",14,"B/W","4123"
"2019-01-07",505,"1:54:00 PM","Monday","Gladstone and Dundas","Investigation","4",8,"W/B","1215"
"2019-01-07",510,"2:18:00 PM","Monday","Dundas and Spadina","Mechanical","8",16,"S/B","4403"
"2019-01-07",511,"2:50:00 PM","Monday","bathurst/dundas","Investigation","4",8,"S/B","1058"
"2019-01-07",510,"3:07:00 PM","Monday","Russell street and Spadina Circle","Held By","13",21,"N/B","4403"
"2019-01-07",512,"3:20:00 PM","Monday","St. Clair and Northcliff","Mechanical","1",1,"E/B","4434"
"2019-01-07",501,"3:26:00 PM","Monday","Queen/ McCaul","Mechanical","4",8,"B/W","4420"
"2019-01-07",504,"3:27:00 PM","Monday","Queen St E and Leslie St","Late Leaving Garage","4",8,"W/B","4495"
"2019-01-07",504,"3:33:00 PM","Monday","Queen St E and Leslie St","Late Leaving Garage","4",8,"W/B","4493"
"2019-01-07",501,"3:43:00 PM","Monday","QUEEN/CANNAUGHT","Mechanical","4",8,"W/B","4067"
"2019-01-07",501,"3:59:00 PM","Monday","QUEEN/ LANSDOWNE","Investigation","36",44,"E/B","4198"
"2019-01-07",504,"4:14:00 PM","Monday","Disillery Loop","Mechanical","6",12,"W/B","4416"
"2019-01-07",501,"4:42:00 PM","Monday","Queen and Connaught","Mechanical","4",8,"W/B","4204"
"2019-01-07",501,"4:42:00 PM","Monday","Queen/Shaw","Mechanical","5",10,"W/B","4050"
"2019-01-07",501,"5:01:00 PM","Monday","Queen and Connaught","Late Leaving Garage","4",8,"W/B","4229"
"2019-01-07",501,"5:03:00 PM","Monday","Queen/Broadview","Mechanical","3",6,"W/B","4230"
"2019-01-07",501,"5:39:00 PM","Monday","Queen/Dowling","Investigation","94",102,"E/B","4029"
"2019-01-07",501,"6:32:00 PM","Monday","Queen/Broadview","Emergency Services","8",12,"B/W","4496"
"2019-01-07",504,"7:21:00 PM","Monday","Carrol and Queen","Mechanical","5",10,"E/B","4515"
"2019-01-07",501,"7:23:00 PM","Monday","Queen/River","General Delay","10",14,"E/B","4081"
"2019-01-07",501,"7:37:00 PM","Monday","Queen/Cannaught","Mechanical","4",8,"E/B","4171"
"2019-01-07",512,"7:43:00 PM","Monday","Bathurst and Queen","Held By","27",33,"S/B","4426"
"2019-01-07",505,"7:55:00 PM","Monday","Beverley and Dundas","Investigation","5",10,"E/B","8310"
"2019-01-07",510,"8:04:00 PM","Monday","King and Spadina","Mechanical","8",16,"N/B","4403"
"2019-01-07",501,"8:36:00 PM","Monday","Queen & Sherbourne","Investigation","15",20,"W/B","4081"
"2019-01-07",505,"10:12:00 PM","Monday","DWS","Mechanical","7",14,"E/B","8457"
"2019-01-07",510,"10:17:00 PM","Monday","Spadina and lakeshore","Held By","32",37,"N/B","4476"
"2019-01-08",504,"1:18:00 AM","Tuesday","King and Strachan","Investigation","8",16,"E/B","4469"
"2019-01-08",306,"1:56:00 AM","Tuesday","Main Station","Investigation","15",30,"W/B","4111"
"2019-01-08",501,"4:54:00 AM","Tuesday","Russell Yard","Mechanical","5",10,"E/B","4150"
"2019-01-08",512,"5:17:00 AM","Tuesday","Roncesvalles Yard","Mechanical","1",1,"E/B","4441"
"2019-01-08",501,"6:03:00 AM","Tuesday","Russell Yard","Mechanical","5",10,"W/B","4123"
"2019-01-08",501,"6:53:00 AM","Tuesday","Queensway & Sunnyside Loop","Investigation","7",11,"W/B","4123"
"2019-01-08",504,"7:08:00 AM","Tuesday","Broadview Station","Mechanical","1",1,"W/B","4477"
"2019-01-08",506,"7:10:00 AM","Tuesday","Eglinton Garage","Mechanical","10",20,"S/B","8920"
"2019-01-08",504,"8:40:00 AM","Tuesday","King and Spadina","Mechanical","7",13,"W/B","4514"
"2019-01-08",505,"9:50:00 AM","Tuesday","Broadview Station","Mechanical","4",8,"W/B","8959"
"2019-01-08",505,"10:05:00 AM","Tuesday","Millbrook Ave","Mechanical","4",8,"W/B","8558"
"2019-01-08",510,"10:06:00 AM","Tuesday","Queen","Mechanical","9",13,"S/B","4506"
"2019-01-08",501,"10:10:00 AM","Tuesday","Queen & Logan","Held By","12",17,"W/B","4146"
"2019-01-08",506,"10:45:00 AM","Tuesday","Lansdowne and College","Mechanical","6",12,"W/B","4073"
"2019-01-08",504,"11:31:00 AM","Tuesday","King/Bay","Mechanical","7",14,"E/B","4458"
"2019-01-08",504,"1:27:00 PM","Tuesday","King / Bay","Held By","58",64,"B/W","4501"
"2019-01-08",505,"1:32:00 PM","Tuesday","Spadina and Dundas","Emergency Services","4",8,"E/B","8390"
"2019-01-08",512,"1:55:00 PM","Tuesday","King / Bathurst","Utilized Off Route","4",8,"E/B","4402"
"2019-01-08",510,"2:01:00 PM","Tuesday","Queen and Spadina","Held By","4",8,"S/B","4424"
"2019-01-08",505,"2:47:00 PM","Tuesday","Jarvis and Dundas","Mechanical","4",8,"W/B","8570"
"2019-01-08",705,"4:00:00 PM","Tuesday","Queen St E and Leslie St","Mechanical","4",8,"W/B","4512"
